"初始事件的发生时间","channel_name","国家地区","newUsersid数","指标","当日","第1日","第2日","第3日","第4日","第5日","第6日","第7日","第8日","第9日","第10日","第11日","第12日","第13日","第14日","第15日","第16日","第17日","第18日","第19日","第20日","第21日","第22日","第23日","第24日","第25日","第26日","第27日","第28日","第29日","第30日","第31日","第32日","第33日","第34日","第35日","第36日","第37日","第38日","第39日","第40日","第41日","第42日","第43日","第44日","第45日","第46日","第47日","第48日","第49日","第50日","第51日","第52日","第53日","第54日","第55日","第56日","第57日","第58日","第59日","第60日"
"2024-06-28(五)","googleplay","日本","4492","留存率","100%","34.88%","24.58%","19.15%","16.38%","15.07%","12.62%","11.69%","13.6%","12.85%","11.87%","10.57%","9.64%","10.15%","9.68%","8.75%","9.02%","8.37%","7.5%","7.21%","7.06%","6.75%","5.97%","5.77%","5.68%","5.3%","5.34%","5.32%","4.9%","5.05%","4.74%","4.3%","4.36%","3.09%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-06-28(五)","AppStore","中国","86","留存人数","86","30","22","19","15","15","15","18","15","12","9","9","9","9","8","6","6","6","6","4","5","4","4","4","3","3","3","3","4","4","4","4","3","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-06-28(五)","AppStore","中国","86","留存率","100%","34.88%","25.58%","22.09%","17.44%","17.44%","17.44%","20.93%","17.44%","13.95%","10.47%","10.47%","10.47%","10.47%","9.3%","6.98%","6.98%","6.98%","6.98%","4.65%","5.81%","4.65%","4.65%","4.65%","3.49%","3.49%","3.49%","3.49%","4.65%","4.65%","4.65%","4.65%","3.49%","2.33%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-06-28(五)","googleplay","中国","31","留存人数","31","9","5","6","4","4","4","4","5","4","5","4","4","5","5","4","4","5","4","4","4","5","4","4","4","4","4","4","4","4","4","3","3","2","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-06-28(五)","googleplay","中国","31","留存率","100%","29.03%","16.13%","19.35%","12.9%","12.9%","12.9%","12.9%","16.13%","12.9%","16.13%","12.9%","12.9%","16.13%","16.13%","12.9%","12.9%","16.13%","12.9%","12.9%","12.9%","16.13%","12.9%","12.9%","12.9%","12.9%","12.9%","12.9%","12.9%","12.9%","12.9%","9.68%","9.68%","6.45%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-06-28(五)","AppStore","美国","17","留存人数","17","6","5","4","3","3","3","3","5","3","6","3","2","4","3","2","1","2","2","2","1","2","2","1","1","1","1","2","1","2","2","1","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-06-28(五)","AppStore","美国","17","留存率","100%","35.29%","29.41%","23.53%","17.65%","17.65%","17.65%","17.65%","29.41%","17.65%","35.29%","17.65%","11.76%","23.53%","17.65%","11.76%","5.88%","11.76%","11.76%","11.76%","5.88%","11.76%","11.76%","5.88%","5.88%","5.88%","5.88%","11.76%","5.88%","11.76%","11.76%","5.88%","5.88%","5.88%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-06-28(五)","googleplay","越南","10","留存人数","10","3","1","0","0","1","0","1","1","0","1","0","1","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-06-28(五)","googleplay","越南","10","留存率","100%","30%","10%","0%","0%","10%","0%","10%","10%","0%","10%","0%","10%","10%","10%","10%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","10%","0%","0%","0%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-06-28(五)","AppStore","越南","9","留存人数","9","8","5","3","3","3","2","2","3","3","2","3","3","3","3","3","2","1","3","3","1","2","2","2","1","1","1","1","1","1","1","1","1","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-06-28(五)","AppStore","越南","9","留存率","100%","88.89%","55.56%","33.33%","33.33%","33.33%","22.22%","22.22%","33.33%","33.33%","22.22%","33.33%","33.33%","33.33%","33.33%","33.33%","22.22%","11.11%","33.33%","33.33%","11.11%","22.22%","22.22%","22.22%","11.11%","11.11%","11.11%","11.11%","11.11%","11.11%","11.11%","11.11%","11.11%","0%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-06-28(五)","googleplay","韩国","8","留存人数","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-06-28(五)","googleplay","韩国","8","留存率","100%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-06-28(五)","googleplay","美国","7","留存人数","7","2","1","1","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-06-28(五)","googleplay","美国","7","留存率","100%","28.57%","14.29%","14.29%","0%","0%","0%","0%","0%","0%","0%","0%","28.57%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-06-28(五)","AppStore","加拿大","5","留存人数","5","3","2","1","1","3","1","1","1","1","1","1","1","1","2","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-06-28(五)","AppStore","加拿大","5","留存率","100%","60%","40%","20%","20%","60%","20%","20%","20%","20%","20%","20%","20%","20%","40%","20%","20%","20%","20%","20%","20%","20%","20%","20%","20%","20%","20%","20%","20%","20%","20%","20%","20%","20%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-06-28(五)","AppStore","泰国","5","留存人数","5","3","0","0","0","0","0","1","0","2","0","0","0","0","0","0","1","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-06-28(五)","AppStore","泰国","5","留存率","100%","60%","0%","0%","0%","0%","0%","20%","0%","40%","0%","0%","0%","0%","0%","0%","20%","20%","0%","0%","0%","20%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-06-28(五)","googleplay","俄罗斯","4","留存人数","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-06-28(五)","googleplay","俄罗斯","4","留存率","100%","25%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-06-28(五)","googleplay","多米尼加共和国","4","留存人数","4","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-06-28(五)","googleplay","多米尼加共和国","4","留存率","100%","25%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-06-28(五)","googleplay","马来西亚","3","留存人数","3","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-06-28(五)","googleplay","马来西亚","3","留存率","100%","0%","0%","33.33%","33.33%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-06-28(五)","AppStore","澳大利亚","3","留存人数","3","1","1","1","1","1","1","1","1","1","1","1","0","1","1","0","1","1","1","1","1","1","1","1","1","0","1","1","1","1","1","0","0","1","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-06-28(五)","AppStore","澳大利亚","3","留存率","100%","33.33%","33.33%","33.33%","33.33%","33.33%","33.33%","33.33%","33.33%","33.33%","33.33%","33.33%","0%","33.33%","33.33%","0%","33.33%","33.33%","33.33%","33.33%","33.33%","33.33%","33.33%","33.33%","33.33%","0%","33.33%","33.33%","33.33%","33.33%","33.33%","0%","0%","33.33%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-06-28(五)","AppStore","新西兰","3","留存人数","3","0","0","0","0","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-06-28(五)","AppStore","新西兰","3","留存率","100%","0%","0%","0%","0%","33.33%","33.33%","33.33%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-06-28(五)","AppStore","巴西","3","留存人数","3","1","1","1","1","0","1","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-06-28(五)","AppStore","巴西","3","留存率","100%","33.33%","33.33%","33.33%","33.33%","0%","33.33%","0%","33.33%","0%","0%","0%","33.33%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","33.33%","0%","0%","0%","0%","0%","0%","0%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-06-28(五)","AppStore","马来西亚","2","留存人数","2","1","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-06-28(五)","AppStore","马来西亚","2","留存率","100%","50%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","50%","50%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-06-28(五)","AppStore","新加坡","2","留存人数","2","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-06-28(五)","AppStore","新加坡","2","留存率","100%","50%","50%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-06-28(五)","AppStore","菲律宾","2","留存人数","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-06-28(五)","AppStore","菲律宾","2","留存率","100%","50%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-06-28(五)","googleplay","智利","2","留存人数","2","1","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-06-28(五)","googleplay","智利","2","留存率","100%","50%","50%","50%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-06-28(五)","googleplay","菲律宾","2","留存人数","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-06-28(五)","googleplay","菲律宾","2","留存率","100%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-06-28(五)","AppStore","瑞士","2","留存人数","2","2","1","0","1","0","0","0","1","1","1","1","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-06-28(五)","AppStore","瑞士","2","留存率","100%","100%","50%","0%","50%","0%","0%","0%","50%","50%","50%","50%","0%","50%","50%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-06-28(五)","googleplay","泰国","1","留存人数","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-06-28(五)","googleplay","泰国","1","留存率","100%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-06-28(五)","AppStore","韩国","1","留存人数","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-06-28(五)","AppStore","韩国","1","留存率","100%","0%","100%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-06-28(五)","AppStore","英国","1","留存人数","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-06-28(五)","AppStore","英国","1","留存率","100%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-06-28(五)","googleplay","新加坡","1","留存人数","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-06-28(五)","googleplay","新加坡","1","留存率","100%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-06-28(五)","googleplay","巴西","1","留存人数","1","1","1","0","1","1","1","1","1","1","0","1","1","0","0","1","1","1","0","0","1","1","1","0","0","1","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-06-28(五)","googleplay","巴西","1","留存率","100%","100%","100%","0%","100%","100%","100%","100%","100%","100%","0%","100%","100%","0%","0%","100%","100%","100%","0%","0%","100%","100%","100%","0%","0%","100%","0%","0%","0%","0%","0%","0%","0%","0%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-06-28(五)","googleplay","加拿大","1","留存人数","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"2024-06-28(五)","googleplay","加拿大","1","留存率","100%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","0%","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
