,cardName,winnum,losenum
114311,精准爆破,0,1
11440,电池 伏特,3,1
11441,橡皮 忘怀,3,1
11442,电池 欧姆,3,1
11443,羽毛球 拉丽,3,1
11444,注射器 针妮,3,1
11445,海浪冲击,3,1
11446,鼠标 点点,3,1
11447,蜡烛 热泪,3,1
11448,魅惑,3,1
11449,超电磁炮,3,1
114410,爆裂药瓶,3,1
114411,精准爆破,3,1
11450,电池 伏特,0,1
11451,橡皮 忘怀,0,1
11452,爆裂药瓶,0,1
11453,纯净水 浅浅,0,1
11454,接力,0,1
11455,牙膏 露洁,0,1
11456,海浪冲击,0,1
11457,电池 欧姆,0,1
11458,修建工事,0,1
11459,注射器 针妮,0,1
114510,协力攻击,0,1
114511,巨雷枪,0,1
11460,电池 伏特,0,2
11461,牙膏 露洁,0,2
11462,补水计划,0,2
11463,萨克斯 莉莉,0,2
11464,引力炸弹,0,2
11465,爆裂药瓶,0,2
11466,海浪冲击,0,2
11467,茶壶 灵愈,0,2
11468,雨伞 守心,0,2
11469,电吉他 和鸣,0,2
114610,有丝分裂,0,2
114611,电池 欧姆,0,2
11470,电池 伏特,0,1
11471,牛奶 银河,0,1
11472,羽毛球 拉丽,0,1
11473,超电磁炮,0,1
11474,海浪冲击,0,1
11475,补水计划,0,1
11476,冰霜新星,0,1
11477,盔甲 怀抱,0,1
11478,牙膏 露洁,0,1
11479,鼠标 点点,0,1
114710,见证我！,0,1
114711,茶壶 灵愈,0,1
11480,电池 伏特,3,4
11481,牛奶 银河,3,4
11482,纯净水 满满,3,4
11483,巨雷枪,3,4
11484,电池 欧姆,3,4
11485,接力,3,4
11486,胡乱抓挠,3,4
11487,战术核武,3,4
11488,羽毛球 拉丽,3,4
11489,补水计划,3,4
114810,纯净水 浅浅,3,4
114811,风暴针刺,3,4
11490,电池 伏特,2,3
11491,牛奶 银河,2,3
11492,嗜血杀戮,2,3
11493,巨雷枪,2,3
11494,电池 欧姆,2,3
11495,弹簧安装,2,3
11496,胡乱抓挠,2,3
11497,冰霜新星,2,3
11498,羽毛球 拉丽,2,3
11499,补水计划,2,3
114910,绿汽水 浅浅,2,3
114911,风暴针刺,2,3
11500,电池 伏特,4,1
11501,牛奶 银河,4,1
11502,嗜血杀戮,4,1
11503,巨雷枪,4,1
11504,电池 欧姆,4,1
11505,弹簧安装,4,1
11506,胡乱抓挠,4,1
11507,战术核武,4,1
11508,羽毛球 拉丽,4,1
11509,补水计划,4,1
115010,绿汽水 浅浅,4,1
115011,风暴针刺,4,1
11512,电吉他 和鸣,1,3
11513,巨雷枪,1,3
11514,鼠标 点点,1,3
11515,铅笔 追忆,1,3
11516,补水计划,1,3
11517,修建工事,1,3
11518,牙膏 露洁,1,3
11519,书 幻梦,1,3
115110,有丝分裂,1,3
115111,风暴针刺,1,3
11520,电池 伏特,4,3
11521,羽毛球 拉丽,4,3
11522,电吉他 和鸣,4,3
11523,巨雷枪,4,3
11524,鼠标 点点,4,3
11525,见证我！,4,3
11526,补水计划,4,3
11527,修建工事,4,3
11528,牙膏 露洁,4,3
11529,书 幻梦,4,3
115210,有丝分裂,4,3
115211,风暴针刺,4,3
11530,电池 伏特,1,0
11531,羽毛球 拉丽,1,0
11532,纸巾 缠缠,1,0
11533,剪刀 刺痛,1,0
11534,引力炸弹,1,0
11535,魅惑,1,0
11536,留声机 回音,1,0
11537,铅笔 追忆,1,0
11538,风暴针刺,1,0
11539,啤酒瓶 破碎,1,0
115310,引导,1,0
115311,滋水,1,0
11540,电池 伏特,0,1
11541,羽毛球 拉丽,0,1
11542,电池 焦耳,0,1
11543,牛奶 银河,0,1
11544,盔甲 怀抱,0,1
11545,海浪冲击,0,1
11546,超电磁炮,0,1
11547,爆裂药瓶,0,1
11548,引力炸弹,0,1
11549,重新出发,0,1
115410,雨伞 守心,0,1
115411,电吉他 和鸣,0,1
11550,电池 伏特,0,1
11551,羽毛球 拉丽,0,1
11552,注射器 针妮,0,1
11553,萨克斯 莉莉,0,1
11554,风暴针刺,0,1
11555,刀 百炼,0,1
11556,鼠标 点点,0,1
11557,铅笔 追忆,0,1
11558,红汽水 浅浅,0,1
11559,纯净水 浅浅,0,1
115510,爆米花 米莉,0,1
115511,胡乱抓挠,0,1
11560,电池 伏特,0,1
11561,羽毛球 拉丽,0,1
11562,剪刀 刺痛,0,1
11563,引力炸弹,0,1
11564,魅惑,0,1
11565,见证我！,0,1
11566,补水计划,0,1
11567,铅笔 追忆,0,1
11568,巨雷枪,0,1
11569,风暴针刺,0,1
115610,爆裂药瓶,0,1
115611,胡乱抓挠,0,1
11570,电池 伏特,0,1
11571,羽毛球 拉丽,0,1
11572,红汽水 满满,0,1
11573,引力炸弹,0,1
11574,投石支援,0,1
11575,爆裂药瓶,0,1
11576,胡乱抓挠,0,1
11577,见证我！,0,1
11578,盔甲 怀抱,0,1
11579,战术核武,0,1
115710,巨雷枪,0,1
115711,补水计划,0,1
11580,电池 伏特,0,3
11581,羽毛球 拉丽,0,3
11582,投石支援,0,3
11583,爆裂药瓶,0,3
11584,电扇 彩虹,0,3
11585,超电磁炮,0,3
11586,胡乱抓挠,0,3
11587,风暴针刺,0,3
11588,全力滋水,0,3
11589,冰霜新星,0,3
115810,刀 百炼,0,3
115811,刀 藏锋,0,3
11590,电池 伏特,0,1
11591,鼠标 点点,0,1
11592,电池 欧姆,0,1
11593,风暴针刺,0,1
11594,刀 百炼,0,1
11595,铅笔 追忆,0,1
11596,海浪冲击,0,1
11597,超电磁炮,0,1
11598,胡乱抓挠,0,1
11599,剪刀 刺痛,0,1
115910,注射器 针妮,0,1
115911,羽毛球 拉丽,0,1
11600,电池 伏特,0,1
11601,鼠标 点点,0,1
11602,刀 百炼,0,1
11603,煤油灯 流露,0,1
11604,风暴针刺,0,1
11605,胡乱抓挠,0,1
11606,电池 欧姆,0,1
11607,电吉他 和鸣,0,1
11608,羽毛球 拉丽,0,1
11609,协力攻击,0,1
116010,爆裂药瓶,0,1
116011,精准爆破,0,1
11612,红汽水 浅浅,1,3
11613,刀 藏锋,1,3
11614,肥皂 滑滑,1,3
11615,巨雷枪,1,3
11616,引力炸弹,1,3
11617,鼠标 点点,1,3
11618,牙膏 露洁,1,3
11619,超电磁炮,1,3
116110,红汽水 满满,1,3
116111,刀 百炼,1,3
11620,电池 伏特,4,0
11621,纯净水 浅浅,4,0
11622,重新出发,4,0
11623,奋力滋水,4,0
11624,雷枪,4,0
11625,临摹,4,0
11626,人工降雨,4,0
11627,电池 欧姆,4,0
11628,超电磁炮,4,0
11629,巨雷枪,4,0
116210,羽毛球 拉丽,4,0
116211,时钟 晨曦,4,0
11630,电池 伏特,0,2
11631,盔甲 怀抱,0,2
11632,见证我！,0,2
11633,协力攻击,0,2
11634,裂地斩,0,2
11635,爆裂药瓶,0,2
11636,有丝分裂,0,2
11637,刀 藏锋,0,2
11638,牙膏 露洁,0,2
11639,刀 百炼,0,2
116310,电池 欧姆,0,2
116311,书 幻梦,0,2
11640,电池 伏特,3,2
11641,引导,3,2
11642,羽毛球 拉丽,3,2
11643,巨雷枪,3,2
11644,超电磁炮,3,2
11645,胡乱抓挠,3,2
11646,萨克斯 莉莉,3,2
11647,风暴针刺,3,2
11648,补水计划,3,2
11649,引力炸弹,3,2
116410,精准引导,3,2
116411,牛奶 银河,3,2
11650,电池 伏特,1,0
11651,引导,1,0
11652,羽毛球 拉丽,1,0
11653,巨雷枪,1,0
11654,超电磁炮,1,0
11655,胡乱抓挠,1,0
11656,接力,1,0
11657,风暴针刺,1,0
11658,补水计划,1,0
11659,引力炸弹,1,0
116510,精准引导,1,0
116511,牛奶 银河,1,0
11660,电池 伏特,3,2
11661,引导,3,2
11662,羽毛球 拉丽,3,2
11663,巨雷枪,3,2
11664,超电磁炮,3,2
11665,胡乱抓挠,3,2
11666,海浪冲击,3,2
11667,风暴针刺,3,2
11668,补水计划,3,2
11669,引力炸弹,3,2
116610,精准引导,3,2
116611,牛奶 银河,3,2
11670,电池 伏特,0,2
11671,变大！,0,2
11672,奋力滋水,0,2
11673,飞砖,0,2
11674,羽毛球 拉丽,0,2
11675,胡乱抓挠,0,2
11676,超电磁炮,0,2
11677,风暴针刺,0,2
11678,鼠标 点点,0,2
11679,刀 藏锋,0,2
116710,刀 百炼,0,2
116711,自制手雷,0,2
11680,电池 伏特,2,1
11681,蓄力,2,1
11682,嗜血杀戮,2,1
11683,书 幻梦,2,1
11684,补水计划,2,1
11685,爆米花 米莉,2,1
11686,引力炸弹,2,1
11687,电吉他 和鸣,2,1
11688,巨雷枪,2,1
11689,裂地斩,2,1
116810,茶壶 灵愈,2,1
116811,英勇祝福,2,1
11690,电池 伏特,2,0
11691,风暴针刺,2,0
11692,有丝分裂,2,0
11693,见证我！,2,0
11694,海浪冲击,2,0
11695,鼠标 点点,2,0
11696,纯净水 浅浅,2,0
11697,临摹,2,0
11698,纯净水 满满,2,0
11699,羽毛球 拉丽,2,0
116910,铅笔 追忆,2,0
116911,补水计划,2,0
11700,电池 伏特,0,2
11701,风暴针刺,0,2
11702,补水计划,0,2
11703,引力炸弹,0,2
11704,裂地斩,0,2
11705,嗜血杀戮,0,2
11706,重新出发,0,2
11707,自行车 闪电,0,2
11708,爆米花 米莉,0,2
11709,摩托 赤狸,0,2
117010,海浪冲击,0,2
117011,羽毛球 拉丽,0,2
11712,爆裂药瓶,1,1
11713,羽毛球 拉丽,1,1
11714,修建阵地,1,1
11715,巨雷枪,1,1
11716,临摹,1,1
11717,见证我！,1,1
11718,电池 焦耳,1,1
11719,飞砖,1,1
117110,胡乱抓挠,1,1
117111,补水计划,1,1
11720,电池 伏特,1,2
11721,全力滋水,1,2
11722,超电磁炮,1,2
11723,魅惑,1,2
11724,人工降雨,1,2
11725,羽毛球 拉丽,1,2
11726,风暴针刺,1,2
11727,海浪冲击,1,2
11728,胡乱抓挠,1,2
11729,尖刺墙,1,2
117210,摩托 赤狸,1,2
117211,雷枪,1,2
11730,电池 伏特,2,2
11731,全力滋水,2,2
11732,超电磁炮,2,2
11733,魅惑,2,2
11734,补水计划,2,2
11735,羽毛球 拉丽,2,2
11736,风暴针刺,2,2
11737,见证我！,2,2
11738,胡乱抓挠,2,2
11739,尖刺墙,2,2
117310,牙膏 露洁,2,2
117311,巨兽陷阱,2,2
11740,电池 伏特,0,1
11741,巨雷枪,0,1
11742,有丝分裂,0,1
11743,见证我！,0,1
11744,海浪冲击,0,1
11745,鼠标 点点,0,1
11746,纯净水 浅浅,0,1
11747,临摹,0,1
11748,纯净水 满满,0,1
11749,羽毛球 拉丽,0,1
117410,铅笔 追忆,0,1
117411,补水计划,0,1
11750,电池 伏特,1,1
11751,巨雷枪,1,1
11752,有丝分裂,1,1
11753,超电磁炮,1,1
11754,海浪冲击,1,1
11755,鼠标 点点,1,1
11756,纯净水 浅浅,1,1
11757,临摹,1,1
11758,纯净水 满满,1,1
11759,羽毛球 拉丽,1,1
117510,铅笔 追忆,1,1
117511,补水计划,1,1
11760,电池 伏特,1,0
11761,战术核武,1,0
11762,补水计划,1,0
11763,牛奶 银河,1,0
11764,裂地斩,1,0
11765,嗜血杀戮,1,0
11766,电扇 彩虹,1,0
11767,自行车 闪电,1,0
11768,爆米花 米莉,1,0
11769,电吉他 和鸣,1,0
117610,摩托 赤狸,1,0
117611,羽毛球 拉丽,1,0
11770,电池 伏特,1,1
11771,战术核武,1,1
11772,补水计划,1,1
11773,牛奶 银河,1,1
11774,裂地斩,1,1
11775,嗜血杀戮,1,1
11776,重新出发,1,1
11777,自行车 闪电,1,1
11778,爆米花 米莉,1,1
11779,摩托 赤狸,1,1
117710,海浪冲击,1,1
117711,羽毛球 拉丽,1,1
11780,电池 伏特,0,2
11781,临摹,0,2
11782,补水计划,0,2
11783,牛奶 银河,0,2
11784,裂地斩,0,2
11785,嗜血杀戮,0,2
11786,重新出发,0,2
11787,自行车 闪电,0,2
11788,爆米花 米莉,0,2
11789,摩托 赤狸,0,2
117810,海浪冲击,0,2
117811,羽毛球 拉丽,0,2
11790,电池 伏特,0,2
11791,尖刺墙,0,2
11792,电池 焦耳,0,2
11793,海浪冲击,0,2
11794,羽毛球 拉丽,0,2
11795,风暴针刺,0,2
11796,见证我！,0,2
11797,剪刀 刺痛,0,2
11798,胡乱抓挠,0,2
11799,超电磁炮,0,2
117910,电吉他 和鸣,0,2
117911,红汽水 浅浅,0,2
11800,电池 伏特,0,1
11801,海浪冲击,0,1
11802,羽毛球 拉丽,0,1
11803,牙膏 露洁,0,1
11804,临摹,0,1
11805,裂地斩,0,1
11806,铅笔 追忆,0,1
11807,风暴针刺,0,1
11808,刀 藏锋,0,1
11809,刀 百炼,0,1
118010,电池 焦耳,0,1
118011,胡乱抓挠,0,1
11812,补水计划,1,0
11813,牛奶 银河,1,0
11814,裂地斩,1,0
11815,时钟 晨曦,1,0
11816,电扇 彩虹,1,0
11817,爆米花 米莉,1,0
11818,见证我！,1,0
11819,电吉他 和鸣,1,0
118110,风暴针刺,1,0
118111,羽毛球 拉丽,1,0
11820,电池 伏特,2,1
11821,海浪冲击,2,1
11822,补水计划,2,1
11823,牛奶 银河,2,1
11824,裂地斩,2,1
11825,时钟 晨曦,2,1
11826,电扇 彩虹,2,1
11827,自行车 闪电,2,1
11828,爆米花 米莉,2,1
11829,电吉他 和鸣,2,1
118210,摩托 赤狸,2,1
118211,羽毛球 拉丽,2,1
11830,电池 伏特,0,1
11831,海浪冲击,0,1
11832,补水计划,0,1
11833,牛奶 银河,0,1
11834,裂地斩,0,1
11835,时钟 晨曦,0,1
11836,电扇 彩虹,0,1
11837,自行车 闪电,0,1
11838,嗜血杀戮,0,1
11839,电吉他 和鸣,0,1
118310,摩托 赤狸,0,1
118311,羽毛球 拉丽,0,1
11840,电池 伏特,1,1
11841,海浪冲击,1,1
11842,补水计划,1,1
11843,牛奶 银河,1,1
11844,裂地斩,1,1
11845,时钟 晨曦,1,1
11846,电扇 彩虹,1,1
11847,胡乱抓挠,1,1
11848,嗜血杀戮,1,1
11849,电吉他 和鸣,1,1
118410,风暴针刺,1,1
118411,羽毛球 拉丽,1,1
11850,电池 伏特,3,2
11851,海浪冲击,3,2
11852,补水计划,3,2
11853,牛奶 银河,3,2
11854,裂地斩,3,2
11855,嗜血杀戮,3,2
11856,电扇 彩虹,3,2
11857,自行车 闪电,3,2
11858,爆米花 米莉,3,2
11859,电吉他 和鸣,3,2
118510,摩托 赤狸,3,2
118511,羽毛球 拉丽,3,2
11860,电池 伏特,1,0
11861,海浪冲击,1,0
11862,补水计划,1,0
11863,嗜血杀戮,1,0
11864,裂地斩,1,0
11865,时钟 晨曦,1,0
11866,电扇 彩虹,1,0
11867,爆米花 米莉,1,0
11868,见证我！,1,0
11869,电吉他 和鸣,1,0
118610,风暴针刺,1,0
118611,羽毛球 拉丽,1,0
11870,电池 伏特,2,0
11871,海浪冲击,2,0
11872,补水计划,2,0
11873,嗜血杀戮,2,0
11874,裂地斩,2,0
11875,爆裂药瓶,2,0
11876,电扇 彩虹,2,0
11877,爆米花 米莉,2,0
11878,见证我！,2,0
11879,电吉他 和鸣,2,0
118710,风暴针刺,2,0
118711,羽毛球 拉丽,2,0
11880,电池 伏特,1,0
11881,修建阵地,1,0
11882,奋力滋水,1,0
11883,飞砖,1,0
11884,羽毛球 拉丽,1,0
11885,胡乱抓挠,1,0
11886,超电磁炮,1,0
11887,风暴针刺,1,0
11888,爆裂药瓶,1,0
11889,电扇 彩虹,1,0
118810,剪刀 刺痛,1,0
118811,自制手雷,1,0
11890,爆米花 米莉,1,0
11891,电吉他 和鸣,1,0
11892,雨伞 守心,1,0
11893,裂地斩,1,0
11894,茶壶 灵愈,1,0
11895,羽毛球 拉丽,1,0
11896,海浪冲击,1,0
11897,补水计划,1,0
11898,见证我！,1,0
11899,纯净水 浅浅,1,0
118910,飞砖,1,0
118911,胡乱抓挠,1,0
11900,爆米花 米莉,0,1
11901,电吉他 和鸣,0,1
11902,雨伞 守心,0,1
11903,裂地斩,0,1
11904,修建工事,0,1
11905,尖刺墙,0,1
11906,引力炸弹,0,1
11907,海浪冲击,0,1
11908,巨雷枪,0,1
11909,战术核武,0,1
119010,盔甲 怀抱,0,1
119011,牛奶 银河,0,1
11912,雨伞 守心,1,4
11913,裂地斩,1,4
11914,重新出发,1,4
11915,摩托 赤狸,1,4
11916,引力炸弹,1,4
11917,海浪冲击,1,4
11918,巨雷枪,1,4
11919,战术核武,1,4
119110,盔甲 怀抱,1,4
119111,爆裂药瓶,1,4
11920,爆米花 米莉,3,3
11921,电吉他 和鸣,3,3
11922,雨伞 守心,3,3
11923,重新出发,3,3
11924,嗜血杀戮,3,3
11925,茶壶 灵愈,3,3
11926,羽毛球 拉丽,3,3
11927,海浪冲击,3,3
11928,补水计划,3,3
11929,见证我！,3,3
119210,纯净水 浅浅,3,3
119211,蓄力,3,3
11930,爆米花 米莉,1,2
11931,电吉他 和鸣,1,2
11932,雨伞 守心,1,2
11933,重新出发,1,2
11934,嗜血杀戮,1,2
11935,茶壶 灵愈,1,2
11936,羽毛球 拉丽,1,2
11937,海浪冲击,1,2
11938,补水计划,1,2
11939,见证我！,1,2
119310,纯净水 浅浅,1,2
119311,裂地斩,1,2
11940,爆米花 米莉,7,2
11941,电吉他 和鸣,7,2
11942,雨伞 守心,7,2
11943,重新出发,7,2
11944,嗜血杀戮,7,2
11945,茶壶 灵愈,7,2
11946,羽毛球 拉丽,7,2
11947,海浪冲击,7,2
11948,补水计划,7,2
11949,见证我！,7,2
119410,纯净水 浅浅,7,2
119411,超电磁炮,7,2
11950,爆米花 米莉,1,2
11951,电吉他 和鸣,1,2
11952,电池 欧姆,1,2
11953,引力炸弹,1,2
11954,茶壶 灵愈,1,2
11955,牛奶 银河,1,2
11956,电池 焦耳,1,2
11957,海浪冲击,1,2
11958,超电磁炮,1,2
11959,胡乱抓挠,1,2
119510,牙膏 露洁,1,2
119511,全力滋水,1,2
11960,爆米花 米莉,1,0
11961,电吉他 和鸣,1,0
11962,牛奶 银河,1,0
11963,海浪冲击,1,0
11964,煤油灯 流露,1,0
11965,羽毛球 拉丽,1,0
11966,重新出发,1,0
11967,爆裂药瓶,1,0
11968,胡乱抓挠,1,0
11969,注射器 针妮,1,0
119610,冰冻炸弹,1,0
119611,投石支援,1,0
11970,爆米花 米莉,0,2
11971,电吉他 和鸣,0,2
11972,羽毛球 拉丽,0,2
11973,书 幻梦,0,2
11974,鼠标 点点,0,2
11975,铅笔 追忆,0,2
11976,电池 焦耳,0,2
11977,风暴针刺,0,2
11978,协力攻击,0,2
11979,萨克斯 莉莉,0,2
119710,海浪冲击,0,2
119711,引力炸弹,0,2
11980,爆米花 米莉,1,1
11981,电吉他 和鸣,1,1
11982,羽毛球 拉丽,1,1
11983,弹射锯片,1,1
11984,引力炸弹,1,1
11985,风暴针刺,1,1
11986,胡乱抓挠,1,1
11987,爆裂药瓶,1,1
11988,注射器 针妮,1,1
11989,鼠标 点点,1,1
119810,铅笔 追忆,1,1
119811,纯净水 浅浅,1,1
11990,爆米花 米莉,1,1
11991,电吉他 和鸣,1,1
11992,羽毛球 拉丽,1,1
11993,弹射锯片,1,1
11994,超电磁炮,1,1
11995,风暴针刺,1,1
11996,胡乱抓挠,1,1
11997,爆裂药瓶,1,1
11998,注射器 针妮,1,1
11999,鼠标 点点,1,1
119910,铅笔 追忆,1,1
119911,茶壶 灵愈,1,1
12000,爆米花 米莉,1,0
12001,电吉他 和鸣,1,0
12002,羽毛球 拉丽,1,0
12003,弹射锯片,1,0
12004,超电磁炮,1,0
12005,风暴针刺,1,0
12006,胡乱抓挠,1,0
12007,爆裂药瓶,1,0
12008,注射器 针妮,1,0
12009,鼠标 点点,1,0
120010,铅笔 追忆,1,0
120011,纯净水 浅浅,1,0
12012,鼠标 点点,1,0
12013,有丝分裂,1,0
12014,红汽水 浅浅,1,0
12015,电扇 彩虹,1,0
12016,绿汽水 浅浅,1,0
12017,纯净水 浅浅,1,0
12018,牛奶 银河,1,0
12019,羽毛球 拉丽,1,0
120110,超电磁炮,1,0
120111,海浪冲击,1,0
12020,爆米花 米莉,1,0
12021,电吉他 和鸣,1,0
12022,鼠标 点点,1,0
12023,有丝分裂,1,0
12024,红汽水 浅浅,1,0
12025,自行车 闪电,1,0
12026,绿汽水 浅浅,1,0
12027,纯净水 浅浅,1,0
12028,牛奶 银河,1,0
12029,羽毛球 拉丽,1,0
120210,超电磁炮,1,0
120211,海浪冲击,1,0
12030,爆米花 米莉,0,1
12031,电吉他 和鸣,0,1
12032,自行车 闪电,0,1
12033,茶壶 灵愈,0,1
12034,羽毛球 拉丽,0,1
12035,摩托 赤狸,0,1
12036,电扇 彩虹,0,1
12037,引力炸弹,0,1
12038,海浪冲击,0,1
12039,留声机 回音,0,1
120310,书 幻梦,0,1
120311,电池 伏特,0,1
12040,爆米花 米莉,1,0
12041,电吉他 和鸣,1,0
12042,自行车 闪电,1,0
12043,肥皂 滑滑,1,0
12044,羽毛球 拉丽,1,0
12045,摩托 赤狸,1,0
12046,电扇 彩虹,1,0
12047,引力炸弹,1,0
12048,海浪冲击,1,0
12049,留声机 回音,1,0
120410,书 幻梦,1,0
120411,超电磁炮,1,0
12050,爆米花 米莉,0,2
12051,电吉他 和鸣,0,2
12052,自行车 闪电,0,2
12053,肥皂 滑滑,0,2
12054,羽毛球 拉丽,0,2
12055,注射器 针妮,0,2
12056,引力炸弹,0,2
12057,海浪冲击,0,2
12058,超电磁炮,0,2
12059,绿汽水 浅浅,0,2
120510,摩托 赤狸,0,2
120511,萨克斯 莉莉,0,2
12060,爆米花 米莉,0,1
12061,电吉他 和鸣,0,1
12062,纯净水 浅浅,0,1
12063,红汽水 浅浅,0,1
12064,裂地斩,0,1
12065,羽毛球 拉丽,0,1
12066,胡乱抓挠,0,1
12067,海浪冲击,0,1
12068,铅笔 追忆,0,1
12069,鼠标 点点,0,1
120610,巨雷枪,0,1
120611,牛奶 银河,0,1
12070,爆米花 米莉,0,1
12071,电吉他 和鸣,0,1
12072,蓄力,0,1
12073,重新出发,0,1
12074,蜡烛 热泪,0,1
12075,裂地斩,0,1
12076,超电磁炮,0,1
12077,人工降雨,0,1
12078,风暴针刺,0,1
12079,胡乱抓挠,0,1
120710,海浪冲击,0,1
120711,茶壶 灵愈,0,1
12080,爆米花 米莉,0,1
12081,电吉他 和鸣,0,1
12082,蓄力,0,1
12083,重新出发,0,1
12084,蜡烛 热泪,0,1
12085,裂地斩,0,1
12086,超电磁炮,0,1
12087,人工降雨,0,1
12088,风暴针刺,0,1
12089,胡乱抓挠,0,1
120810,海浪冲击,0,1
120811,巨兽陷阱,0,1
12090,爆米花 米莉,0,1
12091,电吉他 和鸣,0,1
12092,裂地斩,0,1
12093,茶壶 灵愈,0,1
12094,超电磁炮,0,1
12095,海浪冲击,0,1
12096,修建工事,0,1
12097,补水计划,0,1
12098,牛奶 银河,0,1
12099,巨雷枪,0,1
120910,见证我！,0,1
120911,牙膏 露洁,0,1
12100,爆米花 米莉,1,1
12101,电吉他 和鸣,1,1
12102,裂地斩,1,1
12103,见证我！,1,1
12104,风暴针刺,1,1
12105,有丝分裂,1,1
12106,巨雷枪,1,1
12107,羽毛球 拉丽,1,1
12108,补水计划,1,1
12109,海浪冲击,1,1
121010,重新出发,1,1
121011,冰冻炸弹,1,1
12112,裂地斩,0,1
12113,见证我！,0,1
12114,嗜血杀戮,0,1
12115,留声机 回音,0,1
12116,书 幻梦,0,1
12117,羽毛球 拉丽,0,1
12118,补水计划,0,1
12119,电池 焦耳,0,1
121110,海浪冲击,0,1
121111,牛奶 银河,0,1
12120,爆米花 米莉,3,1
12121,电吉他 和鸣,3,1
12122,裂地斩,3,1
12123,滋水,3,1
12124,茶壶 灵愈,3,1
12125,羽毛球 拉丽,3,1
12126,胡乱抓挠,3,1
12127,风暴针刺,3,1
12128,补水计划,3,1
12129,见证我！,3,1
121210,巨雷枪,3,1
121211,魅惑,3,1
12130,爆米花 米莉,0,1
12131,电吉他 和鸣,0,1
12132,裂地斩,0,1
12133,滋水,0,1
12134,茶壶 灵愈,0,1
12135,羽毛球 拉丽,0,1
12136,胡乱抓挠,0,1
12137,风暴针刺,0,1
12138,补水计划,0,1
12139,见证我！,0,1
121310,巨雷枪,0,1
121311,临摹,0,1
12140,爆米花 米莉,0,1
12141,电吉他 和鸣,0,1
12142,裂地斩,0,1
12143,临摹,0,1
12144,茶壶 灵愈,0,1
12145,羽毛球 拉丽,0,1
12146,胡乱抓挠,0,1
12147,风暴针刺,0,1
12148,补水计划,0,1
12149,见证我！,0,1
121410,巨雷枪,0,1
121411,魅惑,0,1
12150,爆米花 米莉,2,1
12151,电吉他 和鸣,2,1
12152,风暴针刺,2,1
12153,飞砖,2,1
12154,见证我！,2,1
12155,茶壶 灵愈,2,1
12156,蓄力,2,1
12157,滋水,2,1
12158,裂地斩,2,1
12159,重新出发,2,1
121510,纯净水 浅浅,2,1
121511,海浪冲击,2,1
12160,爆米花 米莉,1,0
12161,电吉他 和鸣,1,0
12162,补水计划,1,0
12163,肥皂 滑滑,1,0
12164,电池 焦耳,1,0
12165,电池 欧姆,1,0
12166,电扇 彩虹,1,0
12167,羽毛球 拉丽,1,0
12168,引力炸弹,1,0
12169,海浪冲击,1,0
121610,巨雷枪,1,0
121611,书 幻梦,1,0
12170,爆米花 米莉,1,2
12171,电吉他 和鸣,1,2
12172,补水计划,1,2
12173,裂地斩,1,2
12174,重新出发,1,2
12175,摩托 赤狸,1,2
12176,引力炸弹,1,2
12177,海浪冲击,1,2
12178,巨雷枪,1,2
12179,战术核武,1,2
121710,盔甲 怀抱,1,2
121711,牛奶 银河,1,2
12180,爆米花 米莉,0,1
12181,电吉他 和鸣,0,1
12182,补水计划,0,1
12183,重新出发,0,1
12184,裂地斩,0,1
12185,羽毛球 拉丽,0,1
12186,胡乱抓挠,0,1
12187,海浪冲击,0,1
12188,铅笔 追忆,0,1
12189,鼠标 点点,0,1
121810,电扇 彩虹,0,1
121811,牛奶 银河,0,1
12190,爆米花 米莉,1,0
12191,电吉他 和鸣,1,0
12192,爆裂药瓶,1,0
12193,引导,1,0
12194,牛奶 银河,1,0
12195,超电磁炮,1,0
12196,引力炸弹,1,0
12197,海浪冲击,1,0
12198,羽毛球 拉丽,1,0
12199,盔甲 怀抱,1,0
121910,注射器 针妮,1,0
121911,刀 藏锋,1,0
12200,爆米花 米莉,0,2
12201,电吉他 和鸣,0,2
12202,重新出发,0,2
12203,雨伞 守心,0,2
12204,嗜血杀戮,0,2
12205,茶壶 灵愈,0,2
12206,海浪冲击,0,2
12207,战术核武,0,2
12208,牛奶 银河,0,2
12209,弹簧安装,0,2
122010,裂地斩,0,2
122011,留声机 回音,0,2
12212,重新出发,0,1
12213,雨伞 守心,0,1
12214,嗜血杀戮,0,1
12215,茶壶 灵愈,0,1
12216,海浪冲击,0,1
12217,战术核武,0,1
12218,牛奶 银河,0,1
12219,弹簧安装,0,1
122110,修建工事,0,1
122111,留声机 回音,0,1
12220,爆米花 米莉,0,1
12221,电吉他 和鸣,0,1
12222,重新出发,0,1
12223,自行车 闪电,0,1
12224,摩托 赤狸,0,1
12225,羽毛球 拉丽,0,1
12226,海浪冲击,0,1
12227,留声机 回音,0,1
12228,萨克斯 莉莉,0,1
12229,牛奶 银河,0,1
122210,自制手雷,0,1
122211,风暴针刺,0,1
12230,爆米花 米莉,0,1
12231,电吉他 和鸣,0,1
12232,重新出发,0,1
12233,裂地斩,0,1
12234,蓄力,0,1
12235,电扇 彩虹,0,1
12236,协力攻击,0,1
12237,爆裂药瓶,0,1
12238,茶壶 灵愈,0,1
12239,尖刺墙,0,1
122310,海浪冲击,0,1
122311,牙膏 露洁,0,1
12240,爆米花 米莉,1,0
