cards,battlenum,winnum,losenum
"[""10022"",""10028"",""20046"",""20016"",""20047"",""20051"",""20043"",""20034"",""20014"",""20036"",""20026"",""20038""]",2,2,0
"[""10022"",""10028"",""20046"",""20045"",""20047"",""10031"",""20043"",""20034"",""20014"",""10023"",""10045"",""20038""]",2,0,2
"[""10022"",""10030"",""10016"",""10026"",""10039"",""10036"",""10037"",""10035"",""10028"",""20010"",""10046"",""20042""]",1,0,1
"[""10022"",""10030"",""20050"",""20016"",""20034"",""20026"",""10035"",""10037"",""10020"",""20044"",""10028"",""20043""]",1,0,1
"[""10022"",""10031"",""10020"",""10042"",""20025"",""10043"",""10013"",""20043"",""10028"",""20037"",""20028"",""10023""]",2,0,2
"[""10022"",""10031"",""20012"",""20047"",""20050"",""20051"",""20016"",""20044"",""20048"",""20026"",""20034"",""20011""]",1,0,1
"[""10022"",""10031"",""20050"",""20016"",""20034"",""10016"",""10035"",""10037"",""10020"",""20044"",""10028"",""20043""]",1,0,1
"[""10022"",""10031"",""20050"",""20016"",""20034"",""20019"",""10035"",""10037"",""10010"",""20022"",""10028"",""20043""]",2,0,2
"[""10022"",""10031"",""20050"",""20016"",""20034"",""20019"",""10035"",""10037"",""10010"",""20026"",""10028"",""20043""]",1,0,1
"[""10022"",""10035"",""10037"",""10030"",""20045"",""10023"",""10028"",""10021"",""20044"",""20042"",""10038"",""20050""]",1,1,0
"[""10022"",""10035"",""20022"",""20031"",""20038"",""10037"",""10045"",""10023"",""20026"",""20039"",""10028"",""10029""]",1,0,1
"[""10022"",""20026"",""10030"",""10021"",""10043"",""20034"",""20043"",""10034"",""20044"",""10031"",""10011"",""20047""]",1,0,1
"[""10022"",""20026"",""10030"",""10021"",""20028"",""20034"",""20043"",""10034"",""20044"",""10031"",""10011"",""20047""]",1,0,1
"[""10022"",""20034"",""10023"",""10037"",""20028"",""20037"",""20043"",""20050"",""10031"",""10028"",""10032"",""10020""]",1,0,1
"[""10022"",""20034"",""20036"",""20037"",""20050"",""20016"",""10028"",""20043"",""10035"",""10036"",""10037"",""20026""]",1,1,0
"[""10022"",""20034"",""20050"",""10028"",""20046"",""20043"",""20047"",""10023"",""20036"",""20028"",""10035"",""20019""]",1,0,1
"[""10022"",""20036"",""10010"",""20014"",""20034"",""10027"",""20050"",""20047"",""20016"",""10023"",""10025"",""20026""]",1,1,0
"[""10022"",""20048"",""20011"",""20044"",""20050"",""20049"",""10014"",""10012"",""10027"",""10038"",""20042"",""10045""]",1,0,1
"[""10022"",""20049"",""20050"",""10042"",""10030"",""10028"",""20048"",""20011"",""20026"",""20043"",""10012"",""20016""]",3,2,1
"[""10023"",""10010"",""10021"",""10045"",""10025"",""20042"",""10028"",""20037"",""20050"",""10044"",""20015"",""20048""]",1,0,1
"[""10023"",""10013"",""20010"",""10025"",""10043"",""10021"",""20016"",""10030"",""20044"",""10042"",""10017"",""20026""]",1,1,0
"[""10023"",""10013"",""20010"",""10025"",""10043"",""10021"",""20016"",""10030"",""20044"",""20043"",""10017"",""20026""]",1,0,1
"[""10023"",""10013"",""20050"",""10021"",""10030"",""10045"",""10028"",""10017"",""10018"",""20026"",""20043"",""10010""]",1,0,1
"[""10023"",""10013"",""20050"",""10021"",""10030"",""10045"",""10028"",""10035"",""20014"",""20026"",""20036"",""10010""]",1,1,0
"[""10023"",""10014"",""10028"",""10025"",""20050"",""20014"",""10019"",""20043"",""20044"",""20036"",""10030"",""10021""]",1,1,0
"[""10023"",""10014"",""10028"",""10025"",""20050"",""20048"",""10019"",""20043"",""10045"",""20036"",""10030"",""10021""]",3,1,2
"[""10023"",""10015"",""10021"",""10025"",""10030"",""20016"",""20026"",""20046"",""10010"",""20044"",""10019"",""10028""]",3,1,2
"[""10023"",""10019"",""10041"",""10010"",""10028"",""10020"",""20026"",""10043"",""10042"",""10035"",""10037"",""10030""]",1,0,1
"[""10023"",""10019"",""20026"",""20048"",""20050"",""20049"",""10017"",""10028"",""20040"",""10044"",""20011"",""10042""]",2,0,2
"[""10023"",""10021"",""10017"",""10010"",""10028"",""20043"",""20026"",""10024"",""20050"",""10035"",""10037"",""10030""]",1,0,1
"[""10023"",""10021"",""10018"",""10010"",""10028"",""20043"",""20026"",""10024"",""20050"",""10035"",""10037"",""10030""]",2,0,2
"[""10023"",""10021"",""10020"",""10025"",""10044"",""20050"",""10031"",""10028"",""20043"",""10030"",""20033"",""20016""]",4,3,1
"[""10023"",""10021"",""20024"",""20050"",""20026"",""10028"",""10030"",""10038"",""10035"",""10036"",""10037"",""10039""]",2,1,1
"[""10023"",""10021"",""20024"",""20050"",""20026"",""10028"",""20036"",""10038"",""10035"",""10030"",""10037"",""10039""]",2,2,0
"[""10023"",""10021"",""20026"",""10025"",""20014"",""20050"",""10015"",""10028"",""20034"",""10030"",""20033"",""20016""]",1,0,1
"[""10023"",""10021"",""20026"",""10025"",""20014"",""20050"",""10015"",""10028"",""20034"",""10030"",""20036"",""20016""]",3,2,1
"[""10023"",""10021"",""20050"",""10030"",""10028"",""10010"",""10019"",""10018"",""20036"",""20048"",""10027"",""10015""]",1,0,1
"[""10023"",""10024"",""20050"",""10021"",""10030"",""10045"",""10028"",""10035"",""20014"",""20026"",""20036"",""10010""]",1,1,0
"[""10023"",""10025"",""10019"",""10013"",""10014"",""10028"",""20026"",""20050"",""20043"",""10045"",""20037"",""20036""]",1,0,1
"[""10023"",""10025"",""10019"",""10013"",""10014"",""10028"",""20026"",""20050"",""20048"",""10045"",""10017"",""20042""]",2,0,2
"[""10023"",""10025"",""20047"",""20036"",""20048"",""20026"",""20043"",""10021"",""10030"",""20034"",""10028"",""10027""]",4,0,4
"[""10023"",""10027"",""10022"",""20043"",""20050"",""20034"",""20046"",""10035"",""10040"",""20045"",""20031"",""10026""]",4,2,2
"[""10023"",""10027"",""10022"",""20043"",""20050"",""20034"",""20046"",""10035"",""10040"",""20045"",""20031"",""10028""]",1,1,0
"[""10023"",""10027"",""10044"",""20034"",""20036"",""10013"",""20026"",""20043"",""20011"",""20044"",""10028"",""10034""]",2,1,1
"[""10023"",""10027"",""10044"",""20034"",""20036"",""10013"",""20026"",""20043"",""20038"",""20044"",""10028"",""10034""]",1,0,1
"[""10023"",""10027"",""10044"",""20034"",""20036"",""20016"",""20026"",""20043"",""20011"",""20044"",""10028"",""10034""]",1,1,0
"[""10023"",""10027"",""10044"",""20034"",""20036"",""20039"",""20026"",""20043"",""20011"",""20044"",""10028"",""10034""]",2,0,2
"[""10023"",""10027"",""10045"",""20011"",""20024"",""20036"",""10025"",""20043"",""20046"",""10028"",""10017"",""10026""]",1,0,1
"[""10023"",""10027"",""10046"",""20050"",""10013"",""10020"",""10042"",""10043"",""10021"",""10022"",""10030"",""10028""]",1,0,1
"[""10023"",""10027"",""20010"",""20034"",""20036"",""20016"",""20026"",""20043"",""20018"",""20044"",""10028"",""10034""]",1,1,0
"[""10023"",""10028"",""10013"",""10035"",""20034"",""20046"",""10021"",""10030"",""20026"",""10015"",""10020"",""20036""]",3,2,1
"[""10023"",""10028"",""20048"",""20046"",""20036"",""20011"",""10013"",""20049"",""20043"",""20033"",""10030"",""20044""]",1,0,1
"[""10023"",""10028"",""20048"",""20046"",""20036"",""20011"",""20050"",""20049"",""10021"",""20033"",""10030"",""20044""]",1,0,1
"[""10023"",""10030"",""10021"",""10028"",""10020"",""10035"",""20048"",""20032"",""10037"",""10017"",""20050"",""20031""]",1,1,0
"[""10023"",""10030"",""10021"",""10028"",""10031"",""10010"",""20042"",""10035"",""10037"",""10026"",""20032"",""20049""]",1,0,1
"[""10023"",""10030"",""10021"",""10028"",""10031"",""10010"",""20048"",""20032"",""20030"",""10017"",""20050"",""20049""]",1,0,1
"[""10023"",""10030"",""10021"",""10028"",""20014"",""10035"",""20048"",""20032"",""10037"",""10017"",""20050"",""20031""]",1,1,0
"[""10023"",""10030"",""10021"",""10045"",""10010"",""10026"",""10028"",""20026"",""20016"",""10035"",""10037"",""20048""]",1,1,0
"[""10023"",""10030"",""10021"",""20050"",""10012"",""20027"",""10028"",""10014"",""20044"",""20022"",""10036"",""10032""]",1,0,1
"[""10023"",""10030"",""10024"",""20048"",""10021"",""10017"",""10028"",""20016"",""20049"",""20044"",""20045"",""10037""]",1,0,1
"[""10023"",""10030"",""10024"",""20048"",""10040"",""10017"",""10028"",""20016"",""20049"",""10026"",""20045"",""10037""]",1,0,1
"[""10023"",""10030"",""10026"",""20026"",""10043"",""10042"",""10012"",""10034"",""10028"",""10017"",""10013"",""10041""]",1,0,1
"[""10023"",""10030"",""10043"",""10024"",""20044"",""20043"",""10028"",""10025"",""10014"",""10032"",""20031"",""20048""]",4,4,0
"[""10023"",""10030"",""10043"",""10024"",""20044"",""20043"",""10028"",""10025"",""10014"",""10046"",""20034"",""10021""]",3,0,3
"[""10023"",""10030"",""10043"",""20044"",""20011"",""10028"",""20048"",""20042"",""20026"",""20043"",""20050"",""10017""]",1,1,0
"[""10023"",""10030"",""10043"",""20044"",""20011"",""10028"",""20048"",""20042"",""20026"",""20043"",""20050"",""10021""]",5,3,2
"[""10023"",""10030"",""10043"",""20044"",""20011"",""10028"",""20048"",""20047"",""20026"",""20043"",""20050"",""10021""]",21,11,10
"[""10023"",""10030"",""10043"",""20050"",""20048"",""20044"",""20026"",""10028"",""10020"",""10021"",""10026"",""10032""]",3,2,1
"[""10023"",""10030"",""20014"",""10010"",""10034"",""10021"",""20034"",""20036"",""10028"",""20016"",""10027"",""10025""]",3,0,3
"[""10023"",""10030"",""20014"",""20044"",""10015"",""10028"",""20048"",""20047"",""20026"",""20043"",""20050"",""10017""]",2,0,2
"[""10023"",""10030"",""20014"",""20046"",""20010"",""10031"",""10028"",""10015"",""10019"",""10025"",""10017"",""20047""]",2,0,2
"[""10023"",""10030"",""20026"",""10018"",""10028"",""10025"",""20048"",""20044"",""20016"",""20040"",""10041"",""10021""]",1,0,1
"[""10023"",""10030"",""20026"",""10018"",""10028"",""20010"",""20048"",""20044"",""10022"",""20016"",""10041"",""10021""]",1,0,1
"[""10023"",""10030"",""20026"",""10020"",""20050"",""20048"",""10028"",""10021"",""20044"",""20011"",""20049"",""10010""]",2,2,0
"[""10023"",""10030"",""20026"",""20030"",""20050"",""20048"",""10028"",""10021"",""20044"",""20011"",""20049"",""10010""]",1,1,0
"[""10023"",""10030"",""20026"",""20044"",""10028"",""10026"",""10041"",""10016"",""20050"",""20032"",""10031"",""10021""]",1,0,1
"[""10023"",""10030"",""20026"",""20044"",""10028"",""10026"",""10041"",""10017"",""20050"",""20032"",""10031"",""10021""]",1,1,0
"[""10023"",""10030"",""20026"",""20044"",""10028"",""10039"",""10041"",""10017"",""20050"",""20032"",""10031"",""10021""]",1,0,1
"[""10023"",""10030"",""20026"",""20050"",""10042"",""10021"",""10034"",""10028"",""10010"",""10017"",""10014"",""20043""]",5,1,4
"[""10023"",""10030"",""20026"",""20050"",""10042"",""10021"",""10034"",""10028"",""10037"",""10017"",""10041"",""20043""]",1,0,1
"[""10023"",""10030"",""20034"",""10015"",""20050"",""10018"",""10028"",""20016"",""20010"",""10010"",""20046"",""10016""]",4,2,2
"[""10023"",""10030"",""20034"",""10015"",""20050"",""20014"",""10028"",""20016"",""20010"",""10010"",""20046"",""10013""]",3,1,2
"[""10023"",""10030"",""20034"",""10015"",""20050"",""20040"",""10028"",""20016"",""20010"",""10010"",""20046"",""10016""]",11,6,5
"[""10023"",""10030"",""20036"",""10018"",""10028"",""20010"",""20048"",""20044"",""10022"",""20016"",""10010"",""10021""]",2,1,1
"[""10023"",""10030"",""20036"",""10018"",""10028"",""20010"",""20048"",""20044"",""10022"",""20016"",""10041"",""10021""]",1,1,0
"[""10023"",""10030"",""20036"",""10018"",""10028"",""20010"",""20048"",""20044"",""20045"",""20016"",""10010"",""10021""]",3,0,3
"[""10023"",""10030"",""20043"",""10028"",""20014"",""20034"",""20026"",""20010"",""20022"",""10017"",""20050"",""10035""]",4,2,2
"[""10023"",""10030"",""20043"",""10028"",""20014"",""20034"",""20048"",""20032"",""10035"",""10017"",""20050"",""20031""]",3,2,1
"[""10023"",""10032"",""10041"",""10028"",""10012"",""20011"",""20043"",""10021"",""20048"",""20050"",""10042"",""10030""]",1,0,1
"[""10023"",""10036"",""20024"",""20050"",""20026"",""10028"",""20036"",""10038"",""10035"",""10030"",""10037"",""10039""]",6,4,2
"[""10023"",""10036"",""20024"",""20050"",""20026"",""10028"",""20036"",""20048"",""10035"",""10030"",""10037"",""10039""]",1,0,1
"[""10023"",""10037"",""10030"",""10010"",""10013"",""10035"",""20043"",""20010"",""10042"",""20016"",""10014"",""10021""]",1,0,1
"[""10023"",""10040"",""10021"",""20050"",""10030"",""20026"",""20016"",""20043"",""20044"",""10028"",""10017"",""10019""]",1,0,1
"[""10023"",""10043"",""10042"",""10026"",""10013"",""20016"",""20050"",""10019"",""10031"",""10022"",""10020"",""20027""]",1,0,1
"[""10023"",""10045"",""10046"",""20036"",""20048"",""10013"",""20026"",""20043"",""10021"",""10030"",""20038"",""10028""]",1,0,1
"[""10023"",""10045"",""10046"",""20036"",""20048"",""10015"",""20026"",""20043"",""10021"",""10030"",""20034"",""10028""]",1,0,1
"[""10023"",""10045"",""10046"",""20036"",""20048"",""20012"",""20026"",""20043"",""10021"",""10030"",""20038"",""10028""]",1,0,1
"[""10023"",""10045"",""10046"",""20036"",""20048"",""20029"",""20026"",""20043"",""10021"",""10030"",""10042"",""10043""]",4,3,1
"[""10023"",""10045"",""10046"",""20036"",""20048"",""20029"",""20026"",""20043"",""10021"",""10030"",""20038"",""10028""]",4,2,2
"[""10023"",""10045"",""10046"",""20036"",""20048"",""20029"",""20026"",""20043"",""10021"",""10030"",""20042"",""20030""]",2,0,2
"[""10023"",""10045"",""20024"",""10017"",""10014"",""10026"",""10020"",""20048"",""20043"",""20013"",""10024"",""10018""]",1,0,1
"[""10023"",""10045"",""20024"",""10019"",""10014"",""10026"",""20034"",""20048"",""20043"",""20013"",""10016"",""20014""]",1,0,1
"[""10023"",""10045"",""20024"",""10019"",""10014"",""10030"",""20034"",""20048"",""20043"",""20013"",""10016"",""20014""]",2,2,0
"[""10023"",""10045"",""20036"",""20048"",""10020"",""10015"",""10014"",""10021"",""10013"",""20026"",""10044"",""10025""]",1,0,1
"[""10023"",""10046"",""10021"",""20050"",""10030"",""20016"",""20026"",""20049"",""10010"",""10028"",""10017"",""10040""]",1,0,1
"[""10023"",""10046"",""10021"",""20050"",""10030"",""20028"",""20016"",""20043"",""20044"",""10028"",""10014"",""10039""]",1,0,1
"[""10023"",""10046"",""10021"",""20050"",""10030"",""20037"",""20026"",""20043"",""10010"",""10028"",""10017"",""10039""]",2,1,1
"[""10023"",""10046"",""10021"",""20050"",""10030"",""20037"",""20026"",""20043"",""10010"",""10028"",""10017"",""10040""]",1,1,0
"[""10023"",""10046"",""10021"",""20050"",""10030"",""20037"",""20026"",""20043"",""20044"",""10028"",""10017"",""10039""]",1,1,0
"[""10023"",""10046"",""20050"",""20048"",""10021"",""10030"",""20026"",""20043"",""10016"",""10010"",""10028"",""10019""]",1,1,0
"[""10023"",""10046"",""20050"",""20048"",""10021"",""10030"",""20026"",""20043"",""10016"",""10014"",""10028"",""10019""]",1,0,1
"[""10023"",""20010"",""10010"",""20036"",""20048"",""10045"",""20026"",""20043"",""10021"",""10030"",""20034"",""10028""]",2,2,0
"[""10023"",""20010"",""10010"",""20036"",""20048"",""20047"",""20026"",""20043"",""10021"",""10030"",""20034"",""10028""]",4,2,2
"[""10023"",""20010"",""20037"",""20036"",""20048"",""10015"",""20026"",""20043"",""10021"",""10030"",""20034"",""10028""]",1,1,0
"[""10023"",""20010"",""20037"",""20036"",""20048"",""10018"",""20026"",""20043"",""10021"",""10030"",""20034"",""10028""]",1,0,1
"[""10023"",""20010"",""20037"",""20036"",""20048"",""10045"",""20026"",""20043"",""10021"",""10030"",""20034"",""10028""]",1,0,1
"[""10023"",""20010"",""20042"",""20050"",""10013"",""10014"",""10015"",""20016"",""10016"",""10028"",""10017"",""10026""]",1,0,1
"[""10023"",""20010"",""20050"",""10013"",""10014"",""10015"",""10010"",""10016"",""10028"",""20025"",""10017"",""10026""]",1,0,1
"[""10023"",""20010"",""20050"",""10013"",""10014"",""10015"",""10021"",""10030"",""20016"",""10016"",""10028"",""10017""]",5,3,2
"[""10023"",""20010"",""20050"",""10013"",""10014"",""10015"",""20016"",""20014"",""10016"",""10019"",""10028"",""10026""]",2,1,1
"[""10023"",""20011"",""10020"",""10038"",""10044"",""20050"",""10031"",""10028"",""20043"",""10030"",""20033"",""20048""]",1,1,0
"[""10023"",""20011"",""20042"",""20045"",""20048"",""20050"",""10021"",""10030"",""10042"",""10043"",""20016"",""20026""]",1,0,1
"[""10023"",""20011"",""20042"",""20050"",""20048"",""10030"",""20016"",""10043"",""10042"",""20026"",""20027"",""20033""]",1,0,1
"[""10023"",""20014"",""10028"",""10025"",""20050"",""20048"",""10019"",""20043"",""10045"",""20036"",""10030"",""10021""]",2,1,1
"[""10023"",""20014"",""10028"",""10025"",""20050"",""20048"",""10019"",""20043"",""10045"",""20036"",""10030"",""20035""]",2,0,2
"[""10023"",""20014"",""20043"",""20048"",""20037"",""10034"",""10044"",""10025"",""20031"",""20044"",""20013"",""20026""]",1,0,1
"[""10023"",""20014"",""20043"",""20048"",""20037"",""20024"",""20030"",""10025"",""20031"",""20044"",""20050"",""20026""]",1,0,1
"[""10023"",""20015"",""20049"",""10021"",""20050"",""10030"",""10010"",""20026"",""10015"",""10028"",""10034"",""10016""]",1,1,0
"[""10023"",""20016"",""10028"",""10025"",""20050"",""20048"",""10019"",""20043"",""10045"",""20036"",""10030"",""10021""]",4,4,0
"[""10023"",""20024"",""10010"",""10035"",""10028"",""10037"",""20025"",""20014"",""20046"",""20031"",""20022"",""20010""]",1,0,1
"[""10023"",""20024"",""20035"",""20048"",""20050"",""10021"",""10030"",""20026"",""10036"",""10028"",""20044"",""10039""]",1,0,1
"[""10023"",""20024"",""20035"",""20048"",""20050"",""10021"",""10030"",""20026"",""20046"",""10028"",""20044"",""10039""]",1,0,1
"[""10023"",""20025"",""20051"",""10030"",""10028"",""10017"",""10019"",""10035"",""10026"",""20036"",""10037"",""20022""]",2,1,1
"[""10023"",""20025"",""20051"",""10030"",""10028"",""20043"",""10019"",""10035"",""10010"",""20036"",""10037"",""20022""]",1,0,1
"[""10023"",""20025"",""20051"",""10030"",""10028"",""20043"",""10019"",""10035"",""10026"",""20036"",""10037"",""20022""]",1,1,0
"[""10023"",""20026"",""10021"",""10030"",""20050"",""20044"",""20048"",""10038"",""20049"",""20051"",""20043"",""10011""]",2,1,1
"[""10023"",""20026"",""20014"",""20046"",""20010"",""20050"",""10028"",""20016"",""10037"",""10035"",""10025"",""20047""]",1,0,1
"[""10023"",""20026"",""20050"",""20043"",""20045"",""10028"",""10032"",""20025"",""20042"",""10035"",""10037"",""20031""]",1,0,1
"[""10023"",""20034"",""10019"",""10021"",""20044"",""10028"",""10015"",""10010"",""20016"",""20050"",""10024"",""10014""]",2,2,0
"[""10023"",""20034"",""10028"",""10025"",""20050"",""20014"",""10019"",""20043"",""10013"",""20036"",""10030"",""10021""]",10,3,7
"[""10023"",""20034"",""10028"",""10025"",""20050"",""20014"",""10019"",""20043"",""10013"",""20036"",""10030"",""20026""]",2,0,2
"[""10023"",""20034"",""10028"",""10025"",""20050"",""20014"",""10019"",""20043"",""20044"",""20036"",""10030"",""10021""]",4,3,1
"[""10023"",""20034"",""10028"",""10027"",""20050"",""20014"",""20010"",""20043"",""10013"",""20036"",""10030"",""20026""]",1,0,1
"[""10023"",""20034"",""10030"",""10010"",""10013"",""20026"",""20050"",""20044"",""20016"",""10028"",""10016"",""20015""]",1,0,1
"[""10023"",""20034"",""20036"",""10021"",""10025"",""10030"",""20014"",""20026"",""20046"",""10019"",""10028"",""20015""]",2,1,1
