,cards,battlenum,winnum,losenum,newCards,newCardsName
328,"[""10013"",""10010"",""10026"",""20022"",""20027"",""20050"",""20016"",""20026"",""10024"",""10027"",""10028"",""10016""]",3,1,2,"[10010, 10013, 10016, 10024, 10026, 10027, 10028, 20016, 20022, 20026, 20027, 20050]","['电吉他 和鸣', '雨伞 守心', '电扇 彩虹', '书 幻梦', '爆米花 米莉', '牛奶 银河', '羽毛球 拉丽', '引力炸弹', '蓄力', '风暴针刺', '嗜血杀戮', '海浪冲击']"
329,"[""10013"",""10010"",""10026"",""20022"",""20027"",""20050"",""20016"",""20026"",""10024"",""10045"",""10028"",""20036""]",1,0,1,"[10010, 10013, 10024, 10026, 10028, 10045, 20016, 20022, 20026, 20027, 20036, 20050]","['电吉他 和鸣', '雨伞 守心', '书 幻梦', '爆米花 米莉', '羽毛球 拉丽', '盔甲 怀抱', '引力炸弹', '蓄力', '风暴针刺', '嗜血杀戮', '巨雷枪', '海浪冲击']"
330,"[""10013"",""10010"",""10035"",""10032"",""20047"",""10028"",""20016"",""10044"",""20048"",""20050"",""10030"",""20046""]",1,1,0,"[10010, 10013, 10028, 10030, 10032, 10035, 10044, 20016, 20046, 20047, 20048, 20050]","['电吉他 和鸣', '雨伞 守心', '羽毛球 拉丽', '鼠标 点点', '自行车 闪电', '纯净水 浅浅', '煤油灯 流露', '引力炸弹', '重新出发', '临摹', '超电磁炮', '海浪冲击']"
331,"[""10013"",""10010"",""10035"",""20044"",""20047"",""10028"",""20016"",""20014"",""20048"",""20050"",""10030"",""20046""]",3,2,1,"[10010, 10013, 10028, 10030, 10035, 20014, 20016, 20044, 20046, 20047, 20048, 20050]","['电吉他 和鸣', '雨伞 守心', '羽毛球 拉丽', '鼠标 点点', '纯净水 浅浅', '见证我！', '引力炸弹', '胡乱抓挠', '重新出发', '临摹', '超电磁炮', '海浪冲击']"
332,"[""10013"",""10010"",""10037"",""20031"",""10032"",""10031"",""10028"",""20026"",""20013"",""20044"",""20043"",""10021""]",3,2,1,"[10010, 10013, 10021, 10028, 10031, 10032, 10037, 20013, 20026, 20031, 20043, 20044]","['电吉他 和鸣', '雨伞 守心', '铅笔 追忆', '羽毛球 拉丽', '注射器 针妮', '自行车 闪电', '红汽水 浅浅', '自制手雷', '风暴针刺', '滋水', '爆裂药瓶', '胡乱抓挠']"
333,"[""10013"",""10010"",""10039"",""10028"",""10031"",""10030"",""10027"",""10021"",""20042"",""20016"",""20050"",""10033""]",1,0,1,"[10010, 10013, 10021, 10027, 10028, 10030, 10031, 10033, 10039, 20016, 20042, 20050]","['电吉他 和鸣', '雨伞 守心', '铅笔 追忆', '牛奶 银河', '羽毛球 拉丽', '鼠标 点点', '注射器 针妮', '蜡烛 热泪', '绿汽水 浅浅', '引力炸弹', '协力攻击', '海浪冲击']"
334,"[""10013"",""10010"",""20010"",""10019"",""10017"",""20026"",""10028"",""10030"",""20037"",""20048"",""20044"",""10021""]",1,0,1,"[10010, 10013, 10017, 10019, 10021, 10028, 10030, 20010, 20026, 20037, 20044, 20048]","['电吉他 和鸣', '雨伞 守心', '电池 欧姆', '电池 焦耳', '铅笔 追忆', '羽毛球 拉丽', '鼠标 点点', '有丝分裂', '风暴针刺', '投石支援', '胡乱抓挠', '超电磁炮']"
335,"[""10013"",""10010"",""20010"",""10019"",""10027"",""20026"",""10028"",""10030"",""20037"",""20048"",""20044"",""10021""]",3,0,3,"[10010, 10013, 10019, 10021, 10027, 10028, 10030, 20010, 20026, 20037, 20044, 20048]","['电吉他 和鸣', '雨伞 守心', '电池 焦耳', '铅笔 追忆', '牛奶 银河', '羽毛球 拉丽', '鼠标 点点', '有丝分裂', '风暴针刺', '投石支援', '胡乱抓挠', '超电磁炮']"
336,"[""10013"",""10010"",""20010"",""10019"",""20014"",""20026"",""10028"",""10030"",""20037"",""20048"",""20044"",""10021""]",1,1,0,"[10010, 10013, 10019, 10021, 10028, 10030, 20010, 20014, 20026, 20037, 20044, 20048]","['电吉他 和鸣', '雨伞 守心', '电池 焦耳', '铅笔 追忆', '羽毛球 拉丽', '鼠标 点点', '有丝分裂', '见证我！', '风暴针刺', '投石支援', '胡乱抓挠', '超电磁炮']"
337,"[""10013"",""10010"",""20022"",""20015"",""10016"",""10020"",""10031"",""10034"",""10044"",""20043"",""10015"",""10011""]",1,0,1,"[10010, 10011, 10013, 10015, 10016, 10020, 10031, 10034, 10044, 20015, 20022, 20043]","['电吉他 和鸣', '纸巾 缠缠', '雨伞 守心', '留声机 回音', '电扇 彩虹', '时钟 晨曦', '注射器 针妮', '剪刀 刺痛', '煤油灯 流露', '英勇祝福', '蓄力', '爆裂药瓶']"
338,"[""10013"",""10010"",""20027"",""10021"",""10012"",""10014"",""10020"",""10028"",""20043"",""20026"",""20044"",""10042""]",1,0,1,"[10010, 10012, 10013, 10014, 10020, 10021, 10028, 10042, 20026, 20027, 20043, 20044]","['电吉他 和鸣', '摩托 赤狸', '雨伞 守心', '茶壶 灵愈', '时钟 晨曦', '铅笔 追忆', '羽毛球 拉丽', '刀 藏锋', '风暴针刺', '嗜血杀戮', '爆裂药瓶', '胡乱抓挠']"
339,"[""10013"",""10010"",""20036"",""10045"",""10024"",""20016"",""20043"",""20050"",""10014"",""10026"",""10028"",""10027""]",1,1,0,"[10010, 10013, 10014, 10024, 10026, 10027, 10028, 10045, 20016, 20036, 20043, 20050]","['电吉他 和鸣', '雨伞 守心', '茶壶 灵愈', '书 幻梦', '爆米花 米莉', '牛奶 银河', '羽毛球 拉丽', '盔甲 怀抱', '引力炸弹', '巨雷枪', '爆裂药瓶', '海浪冲击']"
340,"[""10013"",""10012"",""10011"",""10025"",""20011"",""20044"",""20043"",""20026"",""20036"",""20035"",""10027"",""10045""]",3,1,2,"[10011, 10012, 10013, 10025, 10027, 10045, 20011, 20026, 20035, 20036, 20043, 20044]","['纸巾 缠缠', '摩托 赤狸', '雨伞 守心', '电池 伏特', '牛奶 银河', '盔甲 怀抱', '魅惑', '风暴针刺', '冰霜新星', '巨雷枪', '爆裂药瓶', '胡乱抓挠']"
341,"[""10013"",""10012"",""10011"",""20017"",""10030"",""20045"",""20048"",""20044"",""10042"",""10043"",""10028"",""20026""]",1,0,1,"[10011, 10012, 10013, 10028, 10030, 10042, 10043, 20017, 20026, 20044, 20045, 20048]","['纸巾 缠缠', '摩托 赤狸', '雨伞 守心', '羽毛球 拉丽', '鼠标 点点', '刀 藏锋', '刀 百炼', '精准爆破', '风暴针刺', '胡乱抓挠', '接力', '超电磁炮']"
342,"[""10013"",""10012"",""10034"",""10028"",""20011"",""20021"",""10027"",""20034"",""20026"",""20046"",""10016"",""20018""]",3,2,1,"[10012, 10013, 10016, 10027, 10028, 10034, 20011, 20018, 20021, 20026, 20034, 20046]","['摩托 赤狸', '雨伞 守心', '电扇 彩虹', '牛奶 银河', '羽毛球 拉丽', '剪刀 刺痛', '魅惑', '引导', '精准引导', '风暴针刺', '补水计划', '重新出发']"
343,"[""10013"",""10012"",""10034"",""10028"",""20011"",""20021"",""10027"",""20034"",""20026"",""20046"",""20014"",""20018""]",5,4,1,"[10012, 10013, 10027, 10028, 10034, 20011, 20014, 20018, 20021, 20026, 20034, 20046]","['摩托 赤狸', '雨伞 守心', '牛奶 银河', '羽毛球 拉丽', '剪刀 刺痛', '魅惑', '见证我！', '引导', '精准引导', '风暴针刺', '补水计划', '重新出发']"
344,"[""10013"",""10012"",""10034"",""10028"",""20011"",""20021"",""20048"",""20034"",""20026"",""20046"",""10016"",""20018""]",22,17,5,"[10012, 10013, 10016, 10028, 10034, 20011, 20018, 20021, 20026, 20034, 20046, 20048]","['摩托 赤狸', '雨伞 守心', '电扇 彩虹', '羽毛球 拉丽', '剪刀 刺痛', '魅惑', '引导', '精准引导', '风暴针刺', '补水计划', '重新出发', '超电磁炮']"
345,"[""10013"",""10012"",""10034"",""10028"",""20021"",""20044"",""10027"",""20034"",""20026"",""20046"",""20014"",""20018""]",13,10,3,"[10012, 10013, 10027, 10028, 10034, 20014, 20018, 20021, 20026, 20034, 20044, 20046]","['摩托 赤狸', '雨伞 守心', '牛奶 银河', '羽毛球 拉丽', '剪刀 刺痛', '见证我！', '引导', '精准引导', '风暴针刺', '补水计划', '胡乱抓挠', '重新出发']"
346,"[""10013"",""10012"",""20043"",""10028"",""20044"",""20026"",""20042"",""20048"",""20050"",""10030"",""20024"",""20046""]",3,0,3,"[10012, 10013, 10028, 10030, 20024, 20026, 20042, 20043, 20044, 20046, 20048, 20050]","['摩托 赤狸', '雨伞 守心', '羽毛球 拉丽', '鼠标 点点', '裂地斩', '风暴针刺', '协力攻击', '爆裂药瓶', '胡乱抓挠', '重新出发', '超电磁炮', '海浪冲击']"
347,"[""10013"",""10014"",""20011"",""20043"",""10045"",""10030"",""20050"",""20048"",""10042"",""10043"",""20026"",""20044""]",1,0,1,"[10013, 10014, 10030, 10042, 10043, 10045, 20011, 20026, 20043, 20044, 20048, 20050]","['雨伞 守心', '茶壶 灵愈', '鼠标 点点', '刀 藏锋', '刀 百炼', '盔甲 怀抱', '魅惑', '风暴针刺', '爆裂药瓶', '胡乱抓挠', '超电磁炮', '海浪冲击']"
348,"[""10013"",""10015"",""10021"",""10028"",""10030"",""10043"",""20016"",""20043"",""20050"",""10019"",""10031"",""20026""]",2,1,1,"[10013, 10015, 10019, 10021, 10028, 10030, 10031, 10043, 20016, 20026, 20043, 20050]","['雨伞 守心', '留声机 回音', '电池 焦耳', '铅笔 追忆', '羽毛球 拉丽', '鼠标 点点', '注射器 针妮', '刀 百炼', '引力炸弹', '风暴针刺', '爆裂药瓶', '海浪冲击']"
349,"[""10013"",""10017"",""20043"",""10028"",""10024"",""20044"",""20048"",""20037"",""10021"",""10014"",""20026"",""10019""]",1,1,0,"[10013, 10014, 10017, 10019, 10021, 10024, 10028, 20026, 20037, 20043, 20044, 20048]","['雨伞 守心', '茶壶 灵愈', '电池 欧姆', '电池 焦耳', '铅笔 追忆', '书 幻梦', '羽毛球 拉丽', '风暴针刺', '投石支援', '爆裂药瓶', '胡乱抓挠', '超电磁炮']"
350,"[""10013"",""10017"",""20043"",""10028"",""10024"",""20044"",""20048"",""20037"",""10025"",""10014"",""20026"",""10019""]",2,1,1,"[10013, 10014, 10017, 10019, 10024, 10025, 10028, 20026, 20037, 20043, 20044, 20048]","['雨伞 守心', '茶壶 灵愈', '电池 欧姆', '电池 焦耳', '书 幻梦', '电池 伏特', '羽毛球 拉丽', '风暴针刺', '投石支援', '爆裂药瓶', '胡乱抓挠', '超电磁炮']"
351,"[""10013"",""10017"",""20043"",""10028"",""10024"",""20044"",""20048"",""20049"",""10025"",""10014"",""20026"",""10019""]",2,0,2,"[10013, 10014, 10017, 10019, 10024, 10025, 10028, 20026, 20043, 20044, 20048, 20049]","['雨伞 守心', '茶壶 灵愈', '电池 欧姆', '电池 焦耳', '书 幻梦', '电池 伏特', '羽毛球 拉丽', '风暴针刺', '爆裂药瓶', '胡乱抓挠', '超电磁炮', '尖刺墙']"
352,"[""10013"",""10017"",""20043"",""10028"",""10024"",""20044"",""20048"",""20049"",""10025"",""20034"",""20026"",""10019""]",7,2,5,"[10013, 10017, 10019, 10024, 10025, 10028, 20026, 20034, 20043, 20044, 20048, 20049]","['雨伞 守心', '电池 欧姆', '电池 焦耳', '书 幻梦', '电池 伏特', '羽毛球 拉丽', '风暴针刺', '补水计划', '爆裂药瓶', '胡乱抓挠', '超电磁炮', '尖刺墙']"
353,"[""10013"",""10020"",""10014"",""10028"",""20016"",""10045"",""20036"",""10027"",""20039"",""20012"",""20048"",""20011""]",1,1,0,"[10013, 10014, 10020, 10027, 10028, 10045, 20011, 20012, 20016, 20036, 20039, 20048]","['雨伞 守心', '茶壶 灵愈', '时钟 晨曦', '牛奶 银河', '羽毛球 拉丽', '盔甲 怀抱', '魅惑', '弹射锯片', '引力炸弹', '巨雷枪', '战术核武', '超电磁炮']"
354,"[""10013"",""10021"",""10030"",""10042"",""10043"",""20016"",""20026"",""10012"",""10016"",""10019"",""20018"",""20044""]",2,0,2,"[10012, 10013, 10016, 10019, 10021, 10030, 10042, 10043, 20016, 20018, 20026, 20044]","['摩托 赤狸', '雨伞 守心', '电扇 彩虹', '电池 焦耳', '铅笔 追忆', '鼠标 点点', '刀 藏锋', '刀 百炼', '引力炸弹', '引导', '风暴针刺', '胡乱抓挠']"
355,"[""10013"",""10021"",""10030"",""10043"",""20016"",""20026"",""20043"",""10028"",""10034"",""10041"",""10035"",""10039""]",3,2,1,"[10013, 10021, 10028, 10030, 10034, 10035, 10039, 10041, 10043, 20016, 20026, 20043]","['雨伞 守心', '铅笔 追忆', '羽毛球 拉丽', '鼠标 点点', '剪刀 刺痛', '纯净水 浅浅', '绿汽水 浅浅', '肥皂 滑滑', '刀 百炼', '引力炸弹', '风暴针刺', '爆裂药瓶']"
356,"[""10013"",""10021"",""10030"",""20048"",""20051"",""20026"",""20043"",""10028"",""10034"",""10041"",""20042"",""20050""]",1,1,0,"[10013, 10021, 10028, 10030, 10034, 10041, 20026, 20042, 20043, 20048, 20050, 20051]","['雨伞 守心', '铅笔 追忆', '羽毛球 拉丽', '鼠标 点点', '剪刀 刺痛', '肥皂 滑滑', '风暴针刺', '协力攻击', '爆裂药瓶', '超电磁炮', '海浪冲击', '修建阵地']"
357,"[""10013"",""10021"",""10030"",""20048"",""20051"",""20026"",""20043"",""10028"",""10034"",""10041"",""20049"",""20050""]",2,0,2,"[10013, 10021, 10028, 10030, 10034, 10041, 20026, 20043, 20048, 20049, 20050, 20051]","['雨伞 守心', '铅笔 追忆', '羽毛球 拉丽', '鼠标 点点', '剪刀 刺痛', '肥皂 滑滑', '风暴针刺', '爆裂药瓶', '超电磁炮', '尖刺墙', '海浪冲击', '修建阵地']"
358,"[""10013"",""10023"",""10024"",""20012"",""20010"",""10028"",""10014"",""20014"",""20016"",""20026"",""10030"",""20034""]",5,2,3,"[10013, 10014, 10023, 10024, 10028, 10030, 20010, 20012, 20014, 20016, 20026, 20034]","['雨伞 守心', '茶壶 灵愈', '牙膏 露洁', '书 幻梦', '羽毛球 拉丽', '鼠标 点点', '有丝分裂', '弹射锯片', '见证我！', '引力炸弹', '风暴针刺', '补水计划']"
359,"[""10013"",""10023"",""10024"",""20012"",""20010"",""20048"",""10014"",""20014"",""20016"",""20042"",""10030"",""20034""]",1,0,1,"[10013, 10014, 10023, 10024, 10030, 20010, 20012, 20014, 20016, 20034, 20042, 20048]","['雨伞 守心', '茶壶 灵愈', '牙膏 露洁', '书 幻梦', '鼠标 点点', '有丝分裂', '弹射锯片', '见证我！', '引力炸弹', '补水计划', '协力攻击', '超电磁炮']"
360,"[""10013"",""10023"",""10024"",""20024"",""20010"",""20048"",""10014"",""20014"",""20016"",""20042"",""10030"",""20034""]",2,1,1,"[10013, 10014, 10023, 10024, 10030, 20010, 20014, 20016, 20024, 20034, 20042, 20048]","['雨伞 守心', '茶壶 灵愈', '牙膏 露洁', '书 幻梦', '鼠标 点点', '有丝分裂', '见证我！', '引力炸弹', '裂地斩', '补水计划', '协力攻击', '超电磁炮']"
361,"[""10013"",""10023"",""10024"",""20025"",""20010"",""10028"",""10014"",""20014"",""20016"",""20026"",""10030"",""20034""]",6,1,5,"[10013, 10014, 10023, 10024, 10028, 10030, 20010, 20014, 20016, 20025, 20026, 20034]","['雨伞 守心', '茶壶 灵愈', '牙膏 露洁', '书 幻梦', '羽毛球 拉丽', '鼠标 点点', '有丝分裂', '见证我！', '引力炸弹', '修建工事', '风暴针刺', '补水计划']"
362,"[""10013"",""10023"",""10024"",""20043"",""20010"",""20048"",""10014"",""20014"",""20016"",""20051"",""10030"",""20034""]",1,0,1,"[10013, 10014, 10023, 10024, 10030, 20010, 20014, 20016, 20034, 20043, 20048, 20051]","['雨伞 守心', '茶壶 灵愈', '牙膏 露洁', '书 幻梦', '鼠标 点点', '有丝分裂', '见证我！', '引力炸弹', '补水计划', '爆裂药瓶', '超电磁炮', '修建阵地']"
363,"[""10013"",""10023"",""10030"",""10018"",""20050"",""10027"",""10017"",""10045"",""10028"",""10010"",""20036"",""20034""]",1,0,1,"[10010, 10013, 10017, 10018, 10023, 10027, 10028, 10030, 10045, 20034, 20036, 20050]","['电吉他 和鸣', '雨伞 守心', '电池 欧姆', '萨克斯 莉莉', '牙膏 露洁', '牛奶 银河', '羽毛球 拉丽', '鼠标 点点', '盔甲 怀抱', '补水计划', '巨雷枪', '海浪冲击']"
364,"[""10013"",""10023"",""10030"",""10018"",""20050"",""20014"",""10017"",""10045"",""10028"",""10010"",""20036"",""20034""]",2,0,2,"[10010, 10013, 10017, 10018, 10023, 10028, 10030, 10045, 20014, 20034, 20036, 20050]","['电吉他 和鸣', '雨伞 守心', '电池 欧姆', '萨克斯 莉莉', '牙膏 露洁', '羽毛球 拉丽', '鼠标 点点', '盔甲 怀抱', '见证我！', '补水计划', '巨雷枪', '海浪冲击']"
365,"[""10013"",""10023"",""10030"",""10018"",""20050"",""20039"",""10017"",""10045"",""10028"",""10010"",""20036"",""20034""]",4,3,1,"[10010, 10013, 10017, 10018, 10023, 10028, 10030, 10045, 20034, 20036, 20039, 20050]","['电吉他 和鸣', '雨伞 守心', '电池 欧姆', '萨克斯 莉莉', '牙膏 露洁', '羽毛球 拉丽', '鼠标 点点', '盔甲 怀抱', '补水计划', '巨雷枪', '战术核武', '海浪冲击']"
366,"[""10013"",""10023"",""10030"",""10018"",""20050"",""20039"",""10017"",""20035"",""10028"",""10010"",""20010"",""20034""]",4,0,4,"[10010, 10013, 10017, 10018, 10023, 10028, 10030, 20010, 20034, 20035, 20039, 20050]","['电吉他 和鸣', '雨伞 守心', '电池 欧姆', '萨克斯 莉莉', '牙膏 露洁', '羽毛球 拉丽', '鼠标 点点', '有丝分裂', '补水计划', '冰霜新星', '战术核武', '海浪冲击']"
367,"[""10013"",""10023"",""10030"",""10018"",""20050"",""20044"",""10017"",""20035"",""10028"",""10010"",""10012"",""10041""]",1,1,0,"[10010, 10012, 10013, 10017, 10018, 10023, 10028, 10030, 10041, 20035, 20044, 20050]","['电吉他 和鸣', '摩托 赤狸', '雨伞 守心', '电池 欧姆', '萨克斯 莉莉', '牙膏 露洁', '羽毛球 拉丽', '鼠标 点点', '肥皂 滑滑', '冰霜新星', '胡乱抓挠', '海浪冲击']"
368,"[""10013"",""10023"",""10030"",""10018"",""20050"",""20044"",""10017"",""20035"",""10028"",""10010"",""10012"",""20034""]",3,1,2,"[10010, 10012, 10013, 10017, 10018, 10023, 10028, 10030, 20034, 20035, 20044, 20050]","['电吉他 和鸣', '摩托 赤狸', '雨伞 守心', '电池 欧姆', '萨克斯 莉莉', '牙膏 露洁', '羽毛球 拉丽', '鼠标 点点', '补水计划', '冰霜新星', '胡乱抓挠', '海浪冲击']"
369,"[""10013"",""10023"",""10030"",""10018"",""20050"",""20044"",""10017"",""20035"",""10028"",""10010"",""20010"",""20034""]",1,0,1,"[10010, 10013, 10017, 10018, 10023, 10028, 10030, 20010, 20034, 20035, 20044, 20050]","['电吉他 和鸣', '雨伞 守心', '电池 欧姆', '萨克斯 莉莉', '牙膏 露洁', '羽毛球 拉丽', '鼠标 点点', '有丝分裂', '补水计划', '冰霜新星', '胡乱抓挠', '海浪冲击']"
370,"[""10013"",""10023"",""10030"",""10018"",""20050"",""20047"",""10017"",""10045"",""10028"",""10010"",""20036"",""20034""]",9,5,4,"[10010, 10013, 10017, 10018, 10023, 10028, 10030, 10045, 20034, 20036, 20047, 20050]","['电吉他 和鸣', '雨伞 守心', '电池 欧姆', '萨克斯 莉莉', '牙膏 露洁', '羽毛球 拉丽', '鼠标 点点', '盔甲 怀抱', '补水计划', '巨雷枪', '临摹', '海浪冲击']"
371,"[""10013"",""10023"",""10030"",""10019"",""10021"",""20050"",""10025"",""10017"",""10031"",""10010"",""10028"",""20046""]",1,1,0,"[10010, 10013, 10017, 10019, 10021, 10023, 10025, 10028, 10030, 10031, 20046, 20050]","['电吉他 和鸣', '雨伞 守心', '电池 欧姆', '电池 焦耳', '铅笔 追忆', '牙膏 露洁', '电池 伏特', '羽毛球 拉丽', '鼠标 点点', '注射器 针妮', '重新出发', '海浪冲击']"
372,"[""10013"",""10023"",""10030"",""10019"",""10021"",""20050"",""10025"",""20049"",""10031"",""10010"",""10028"",""20036""]",1,0,1,"[10010, 10013, 10019, 10021, 10023, 10025, 10028, 10030, 10031, 20036, 20049, 20050]","['电吉他 和鸣', '雨伞 守心', '电池 焦耳', '铅笔 追忆', '牙膏 露洁', '电池 伏特', '羽毛球 拉丽', '鼠标 点点', '注射器 针妮', '巨雷枪', '尖刺墙', '海浪冲击']"
373,"[""10013"",""10023"",""10030"",""10019"",""10021"",""20050"",""10025"",""20049"",""10031"",""10010"",""10028"",""20046""]",2,1,1,"[10010, 10013, 10019, 10021, 10023, 10025, 10028, 10030, 10031, 20046, 20049, 20050]","['电吉他 和鸣', '雨伞 守心', '电池 焦耳', '铅笔 追忆', '牙膏 露洁', '电池 伏特', '羽毛球 拉丽', '鼠标 点点', '注射器 针妮', '重新出发', '尖刺墙', '海浪冲击']"
